"","CPO_Mock_72hpi_S1","CPO_Mock_72hpi_S2","CPO_Mock_72hpi_S3","CPO_SARS-CoV-2_24hpi_S4","CPO_SARS-CoV-2_24hpi_S5","CPO_SARS-CoV-2_24hpi_S6","CPO_SARS-CoV-2_72hpi_S7","CPO_SARS-CoV-2_72hpi_S8","CPO_SARS-CoV-2_72hpi_S9"
"GCC2",16293,10814,7938,9068,6933,12549,13101,4023,10619
"FLJ38668",56,64,35,60,38,82,75,24,45
"LIMS1",1265,994,1034,846,901,1343,2120,1128,1146
"RANBP2",4817,3787,3152,3636,4120,6423,6969,2532,4900
"CCDC138",2073,1566,1795,955,1026,1631,2174,1003,1768
"SEPT10",1818,1520,1385,1305,1962,2245,1714,897,1381
"SOWAHC",521,352,333,345,508,509,625,360,371
"NPHP1",3181,2522,2676,1745,1944,2681,3257,1839,2800
"BUB1",506,449,440,220,379,485,541,417,458
"BCL2L11",179,169,150,103,168,219,207,121,153
"LOC101927260",11,29,9,67,90,87,119,63,32
"MIR4435-1HG",85,136,78,197,301,415,450,259,217
"ANAPC1",338,389,306,226,402,455,443,298,442
"MERTK",458,368,418,145,218,277,222,113,197
"TMEM87B",506,709,566,470,809,1107,1112,467,776
"ZC3H8",274,295,263,186,299,416,442,272,419
"ZC3H6",1087,1263,1175,780,1255,1692,1424,641,1123
"RGPD8",116,118,96,69,122,174,122,43,102
"TTL",1118,860,719,711,934,1115,1728,926,1248
"POLR1B",1336,1021,932,570,1032,1245,1790,1025,1518
"LOC101927330",93,134,106,55,83,112,135,72,85
"CHCHD5",145,151,100,47,85,95,192,98,148
"SLC20A1",2335,2694,2283,1895,3434,4107,3627,2232,3033
"CKAP2L",146,155,115,95,128,146,147,128,139
"IL1A",146,91,83,112,207,280,298,169,178
"CBWD2",1146,887,879,773,1029,1283,1563,914,1185
"LOC729468",54,46,26,21,25,44,31,17,29
"FAM138B",36,30,22,9,10,20,16,9,9
"RPL23AP7",576,601,442,388,624,568,567,372,534
"RABL2A",532,403,374,225,301,370,395,247,376
"SLC35F5",4026,3502,3201,2445,2612,3582,3048,1489,2778
"AC104653.1",37,68,54,35,71,59,71,35,59
"ACTR3",3159,2816,2416,2314,3378,4526,5021,2726,3527
"DPP10",234,250,186,102,182,205,358,143,211
"DDX18",3290,3192,3192,2291,4312,4770,4839,2661,3463
"CCDC93",1738,1870,1791,1063,2096,2592,1957,1075,1629
"INSIG2",5326,8056,6567,7574,13258,13549,8065,3485,6410
"STEAP3",14,26,8,28,39,79,183,74,68
"C2orf76",548,601,479,351,562,677,713,387,488
"DBI",3894,3698,3216,2603,4150,4084,5671,3260,3780
"PCDP1",2497,1933,1712,920,1015,1401,1578,955,1615
"TMEM177",60,82,44,17,45,59,59,30,45
"PTPN4",2286,1800,1609,1300,1190,1876,2092,699,1375
"EPB41L5",1353,1214,1198,876,1285,1603,1645,769,1362
"TMEM185B",188,175,132,108,162,150,191,143,158
"RALB",893,837,624,548,664,953,1483,866,999
"GLI2",22,29,15,23,38,41,85,30,42
"TFCP2L1",49,56,41,52,70,86,29,14,29
"CLASP1",394,448,362,350,473,661,569,310,486
"NIFK-AS1",382,318,273,220,428,384,332,223,235
"NIFK",1746,1589,1608,1574,2548,2690,3385,1883,2420
"TSN",7036,6140,6140,3960,6761,8162,10705,6017,7495
"CNTNAP5",159,165,214,106,126,240,309,156,157
"BIN1",36,31,33,21,21,33,21,15,23
"CYP27C1",91,71,75,49,47,34,98,50,55
"ERCC3",781,736,519,312,654,733,1014,579,695
"MAP3K2",4508,4889,4289,3980,5130,7204,5976,2613,4368
"LOC100506922",101,139,78,90,132,201,212,105,165
"IWS1",697,640,590,469,570,970,1045,476,637
"SFT2D3",87,83,99,39,48,70,96,58,73
"WDR33",2728,3001,2638,1905,3540,3878,3391,1705,2508
"POLR2D",664,780,651,481,867,941,1102,684,851
"AMMECR1L",206,236,118,155,277,365,472,192,238
"SAP130",178,192,167,118,205,220,334,197,197
"UGGT1",525,571,502,379,540,751,936,578,729
"HS6ST1",39,68,29,21,51,62,75,31,47
"FAR2P1",19,31,15,3,20,31,35,15,20
"SMPD4",57,57,38,23,50,56,83,44,66
"MZT2B",30,63,31,19,45,39,40,42,37
"CCDC115",111,165,118,71,155,141,133,85,89
"IMP4",92,77,62,33,68,105,102,56,70
"PTPN18",138,145,177,75,129,146,134,78,115
"FAR2P2",36,42,42,22,54,53,37,26,27
"ARHGEF4",76,84,34,34,41,54,67,49,42
"FAM168B",509,424,386,261,415,553,643,407,445
"PLEKHB2",3552,3252,2265,1524,2610,2764,3802,2349,2895
"MZT2A",28,39,21,15,31,20,28,25,24
"LOC150776",37,22,17,17,35,27,23,26,23
"CCDC74A",38,50,21,24,17,33,33,19,33
"LOC100507460",102,146,97,69,111,145,133,117,99
"C2orf27A",74,82,69,49,91,123,141,39,79
"LOC101928067",52,46,35,23,38,20,60,22,53
"LOC102723658",310,286,235,162,166,282,389,216,319
"LYPD1",76,88,37,37,90,73,102,64,62
"NCKAP5",770,737,750,344,387,523,502,334,438
"LOC101928185",65,50,42,16,13,38,28,10,37
"AC010890.1",45,36,41,25,22,35,41,13,47
"MGAT5",592,496,482,359,455,596,573,339,459
"TMEM163",126,127,126,87,134,101,113,55,74
"CCNT2-AS1",43,27,29,19,28,20,32,30,26
"CCNT2",7731,6875,5899,4073,5903,8001,9202,4422,6800
"MAP3K19",2290,1790,1700,832,762,1242,1007,546,1066
"RAB3GAP1",2241,2196,1971,2203,3301,3851,4174,2490,3630
"ZRANB3",665,705,655,427,699,782,854,387,705
"R3HDM1",1483,1259,1033,910,1208,1524,1810,1113,1510
"UBXN4",18652,15966,15442,12610,16210,21493,26107,12472,18935
"MCM6",241,310,253,189,328,299,465,278,253
"DARS",5201,6056,4852,3711,6409,6811,6979,3536,5625
"CXCR4",455,559,453,280,795,658,1028,479,625
"HNMT",572,393,383,142,168,265,376,241,304
"SPOPL",784,795,633,585,837,1258,1230,423,818
"LRP1B",3272,3037,2142,1939,2338,3499,4722,1627,3181
"GTDC1",281,287,237,129,249,345,502,239,212
"ZEB2",188,148,123,51,222,292,220,123,122
"ACVR2A",1855,1842,1695,1207,1934,2363,2011,1119,1466
"ORC4",5174,4552,4081,3297,4693,5929,5548,3196,4355
"MBD5",585,700,479,311,497,682,605,295,454
"EPC2",500,388,326,238,349,460,528,359,388
"KIF5C",2984,2825,2283,2035,3788,3964,5675,3139,3949
"LYPD6B",114,152,138,76,105,57,105,46,83
"LYPD6",462,493,426,301,397,346,372,282,457
"MMADHC",5728,5183,5104,4601,7531,8399,9178,5109,6088
"RND3",3247,3451,3059,4402,9424,10874,10934,5451,6763
"RBM43",47,32,53,30,48,16,22,13,17
"RIF1",3806,3185,2555,2438,3015,4434,4741,1766,3448
"NEB",1091,597,549,310,278,537,429,114,365
"LOC101929356",98,102,74,95,116,164,117,48,93
"ARL5A",1045,1048,958,700,964,1302,1127,574,922
"CACNB4",851,755,574,456,464,429,476,199,457
"STAM2",3648,3110,2983,2542,2992,4083,5263,2627,3464
"FMNL2",608,739,606,714,872,1199,1144,667,808
"PRPF40A",8665,7647,6552,6137,7529,10950,12961,6006,9856
"ARL6IP6",390,304,312,248,318,477,464,184,333
"GALNT13",25,18,21,31,59,76,48,10,34
"KCNJ3",96,38,54,25,31,36,38,29,43
"AC093375.1",141,153,114,93,72,165,108,65,104
"NR4A2",91,82,67,27,68,57,47,59,71
"GPD2",310,260,349,286,269,457,443,310,326
"GALNT5",3601,3863,3260,1419,1919,2265,2249,1208,2643
"ERMN",7853,7647,7783,5386,6270,5027,5909,3262,7023
"ACVR1C",411,466,351,198,189,222,83,45,140
"ACVR1",395,380,274,320,526,582,608,381,423
"UPP2",45,43,39,19,13,29,21,10,22
"CCDC148",1058,879,725,368,447,661,686,341,632
"PKP4",2568,2179,2109,1372,1717,2177,2485,1294,2123
"DAPL1",64,47,69,20,44,39,43,26,35
"TANC1",903,674,642,656,878,955,1171,580,911
"WDSUB1",356,324,325,193,291,393,386,217,323
"BAZ2B",4855,4301,3256,3013,3754,6127,7034,2324,4265
"LOC643072",27,26,32,9,27,36,40,12,27
"LOC102723926",195,146,127,129,137,231,271,68,169
"MARCH7",18239,17460,14986,10387,13398,18152,20386,7956,16193
"LY75",74,88,77,40,47,40,25,7,30
"ITGB6",9,15,0,73,25,161,381,153,78
"RBMS1",768,687,705,880,880,1226,1364,620,1021
"TANK",3261,2541,2488,2409,3276,4127,4855,2510,3365
"PSMD14",5761,4918,4591,4306,6285,7415,10055,6161,6726
"TBR1",22,11,30,11,40,44,50,38,27
"SLC4A10",17676,11285,11975,5306,6281,7830,7662,3609,9130
"DPP4",68,55,73,28,49,33,55,13,27
"FAP",27,26,28,7,21,20,27,26,17
"GCA",1800,1467,1650,1269,1965,2323,2601,1244,1776
"FIGN",265,126,188,189,175,401,236,127,196
"GRB14",159,138,177,41,84,83,148,55,140
"LOC101929615",61,23,38,28,33,33,43,16,77
"COBLL1",3783,2883,2666,1735,1685,1895,1641,822,1817
"LOC101929633",113,63,83,52,64,76,37,43,72
"SLC38A11",38,35,16,16,9,37,29,8,15
"LOC101929658",70,45,43,42,27,44,44,30,51
"SCN3A",2149,1480,1274,1754,2093,2332,2487,1403,2226
"SCN2A",1096,973,633,675,978,1387,1523,761,745
"CSRNP3",2413,1959,2102,1267,2013,2142,2585,958,2079
"GALNT3",115,110,97,105,70,208,98,50,102
"LOC100506124",30,37,28,28,21,75,33,17,31
"TTC21B",1603,1428,1394,994,1114,1813,1849,896,1612
"SCN1A",53,93,46,54,86,150,147,187,104
"SCN9A",47,11,28,41,34,37,139,36,17
"STK39",2518,2445,2443,2150,2705,3189,3404,1914,2654
"CERS6",722,657,661,544,811,1110,1081,614,776
"SPC25",28,9,17,15,13,33,47,24,20
"LRP2",126,141,171,88,236,389,157,77,109
"BBS5",491,427,431,292,356,524,377,209,337
"KLHL41",121,75,71,43,77,104,101,63,56
"FASTKD1",1657,1299,1324,902,1260,1482,1748,979,1434
"PPIG",6542,6019,4905,4428,5889,7590,7516,3365,5792
"CCDC173",1568,1499,1301,906,1073,1580,1375,638,1223
"PHOSPHO2",100,125,102,60,105,120,109,52,78
"SSB",11074,9535,9284,8050,11770,13980,17412,9640,12959
"METTL5",752,735,653,499,785,827,1309,709,806
"UBR3",3887,3374,2939,3132,3729,5333,6597,2278,3678
"MYO3B",393,566,483,561,644,926,1066,486,831
"AC007405.4",43,67,54,27,18,50,28,15,29
"ERICH2",193,195,159,93,128,156,114,74,132
"GAD1",1182,1404,1147,1402,1795,2468,2437,1167,1923
"GORASP2",1101,1189,944,634,1244,1318,1366,846,1055
"TLK1",11480,9738,8677,6407,6862,9795,11048,4967,7933
"METTL8",1056,822,838,550,577,802,939,547,900
"DCAF17",1736,1400,1316,1013,1292,1637,1968,1106,1675
"CYBRD1",699,662,618,350,592,595,624,294,511
"DYNC1I2",3897,3728,3338,2933,4651,5282,6392,3452,4246
"SLC25A12",1766,1634,1554,792,989,1159,1209,797,960
"HAT1",3599,3378,3236,2605,3516,3981,5358,2936,3977
"METAP1D",85,108,101,83,101,112,119,90,143
"ITGA6",1786,2173,1921,1548,2261,2809,4086,1627,2233
"PDK1",2318,3328,2872,2749,5087,5903,3836,1609,3081
"RAPGEF4",48,76,81,34,108,123,152,56,76
"ZAK",2422,2781,2621,2016,2252,2609,2590,1555,2603
"MLK7-AS1",39,50,29,33,38,56,37,23,51
"CDCA7",362,352,338,146,160,215,148,104,175
"SP3",1240,1272,1157,930,1325,1604,1829,882,1139
"OLA1",1806,1843,1735,1388,2183,2586,3058,2041,2402
"CIR1",2052,1962,1668,1270,1933,2368,2132,1057,1739
"SCRN3",1323,1150,1291,760,922,1484,1435,899,1243
"GPR155",3047,2798,2634,1196,1621,1472,1742,916,1574
"WIPF1",241,222,169,110,170,197,266,127,166
"H3F3AP4",108,108,90,62,106,95,142,86,95
"CHN1",1049,952,806,958,1320,1891,1902,1080,1387
"ATF2",6887,6455,5777,4448,7397,9092,8794,4077,6367
"ATP5G3",3897,3329,2717,1620,2517,2700,3245,2172,2695
"KIAA1715",2362,2330,2151,1811,2221,3141,2545,1184,2011
"MTX2",350,334,266,200,235,286,322,150,271
"HNRNPA3",2988,2950,2883,2463,3852,4658,4231,2264,2953
"NFE2L2",4117,3887,3298,2850,4773,5330,5020,2455,3973
"AC074286.1",146,138,128,78,93,131,166,105,140
"AGPS",4808,4353,4187,4950,5126,6655,8860,4460,6840
"TTC30B",155,113,75,66,99,110,109,87,123
"TTC30A",362,271,254,238,209,298,333,220,349
"PDE11A",2806,3374,2676,1796,3410,2857,2484,1183,3234
"RBM45",117,97,104,61,88,110,165,118,121
"OSBPL6",146,149,150,108,175,178,299,100,167
"AC009948.5",246,317,201,151,248,278,406,149,268
"PRKRA",569,541,463,279,461,507,619,311,503
"DFNB59",280,241,217,165,180,203,158,133,168
"FKBP7",668,682,589,440,744,788,946,511,689
"PLEKHA3",259,287,188,222,259,342,260,158,261
"TTN-AS1",103,66,75,57,56,107,102,42,102
"TTN",1862,1083,1049,674,772,1123,1091,458,919
"CCDC141",622,329,317,129,122,125,188,85,171
"SESTD1",838,789,721,656,767,1096,1506,600,816
"ZNF385B",34,36,9,29,52,69,100,17,40
"CWC22",3058,2785,2374,2149,2879,4316,4207,1835,2992
"UBE2E3",691,726,692,533,1229,1142,977,578,735
"ITGA4",114,136,78,74,45,91,67,41,96
"CERKL",88,90,76,38,16,59,55,12,42
"NEUROD1",25,9,17,6,29,30,19,40,18
"SSFA2",2782,2758,2734,2144,2669,2831,3169,1726,2413
"PPP1R1C",190,203,200,144,134,157,235,109,194
"PDE1A",296,270,248,202,354,395,565,340,305
"DNAJC10",1804,1616,1328,970,1268,1866,2683,1160,1685
"FRZB",55,62,56,57,58,119,64,22,47
"NCKAP1",4158,3633,3430,2922,4147,5158,5857,2428,4209
"DUSP19",259,311,238,199,260,290,352,136,232
"NUP35",805,639,655,484,661,891,995,607,820
"ZNF804A",40,35,18,46,32,96,115,58,47
"AC007966.1",32,20,21,27,14,33,15,9,20
"FSIP2",1301,684,602,731,554,854,1032,325,646
"AC097500.2",140,74,75,47,102,116,113,33,76
"ZC3H15",3365,3077,2721,2530,3637,4512,4912,2740,3672
"ITGAV",6232,5236,4686,8041,8148,12105,16036,5808,8810
"FAM171B",8572,6258,6166,3985,6544,8892,11093,4820,6747
"CALCRL",61,22,67,22,35,101,73,41,2
"TFPI",241,172,202,100,305,246,277,157,240
"GULP1",7432,5600,5322,4834,4869,7572,7821,3234,5490
"COL5A2",104,79,62,99,125,175,393,183,142
"WDR75",3542,3350,3133,2588,4480,4900,5701,2954,3904
"SLC40A1",9211,7032,7478,3570,3973,4484,4865,2656,4860
"ASNSD1",4113,3576,3598,2535,3976,4835,5496,3050,3971
"ANKAR",84,103,35,40,99,102,125,40,64
"OSGEPL1",1152,1191,1179,855,1248,1287,1310,891,1377
"ORMDL1",1991,1945,1813,1299,1833,2344,2363,1289,1754
"PMS1",2652,2274,2114,1651,1975,2864,3576,1612,2929
"C2orf88",186,125,127,138,85,139,130,42,134
"HIBCH",3495,2990,2903,2256,2838,3426,4135,2125,3016
"INPP1",25,29,20,12,35,46,26,19,16
"MFSD6",60,33,37,22,21,51,49,34,37
"NAB1",620,551,440,310,327,562,796,281,395
"GLS",1756,1377,1423,1400,1801,2805,2832,1033,1767
"STAT1",1416,1016,988,736,1410,1351,2004,1036,1349
"STAT4",24,15,27,11,8,22,48,32,29
"MYO1B",95,123,51,107,110,128,188,107,74
"NABP1",1607,1679,1315,1593,2467,2820,3755,1858,2886
"TMEFF2",31,37,19,28,60,51,81,43,36
"LOC101927366",73,65,19,60,75,143,102,47,50
"SLC39A10",9857,9960,9644,9382,13161,16039,18095,8711,12536
"DNAH7",3535,2634,2169,1815,1560,2347,2514,976,2246
"STK17B",166,179,149,220,212,364,658,251,238
"HECW2",16,34,34,33,59,57,211,73,101
"CCDC150",73,43,39,40,63,53,101,40,64
"GTF3C3",4300,4051,3917,2613,4040,4952,5053,2991,4207
"C2orf66",136,90,92,144,91,144,144,46,110
"PGAP1",6355,5748,4252,3373,3868,6619,5779,2047,4978
"ANKRD44",2506,1730,2104,932,1315,1389,1909,783,1371
"SF3B1",30452,31850,29239,21292,34137,39193,39156,20466,30940
"COQ10B",1505,1181,907,723,1081,1352,2091,1190,1427
"HSPD1",22815,21054,20622,15084,23395,25546,28297,17189,23180
"HSPE1",4480,3661,3587,3015,3676,4391,5232,3181,3924
"RFTN2",85,134,81,46,117,95,182,69,106
"MARS2",97,64,51,64,99,36,152,88,111
"PLCL1",602,464,430,194,231,269,361,170,288
"SATB2",659,663,603,265,439,455,456,208,475
"C2orf69",965,737,715,597,677,842,1024,470,858
"TYW5",1495,1466,1511,1153,1687,2116,1700,968,1504
"C2orf47",121,127,84,82,139,125,154,82,104
"SPATS2L",3226,2721,2172,1960,2721,3423,4222,2376,3487
"LOC101927741",162,155,128,153,159,236,208,81,164
"KCTD18",159,130,119,75,87,121,129,81,131
"SGOL2",567,310,197,295,196,431,576,288,449
"AOX1",12,17,12,25,32,60,58,49,34
"BZW1",7896,7156,6487,6788,10759,11943,15523,8720,11199
"CLK1",2654,2743,2525,3760,6425,6571,3196,1698,2579
"PPIL3",1504,1685,1500,1047,1673,1772,1954,981,1523
"NIF3L1",1352,1355,1163,931,1382,1569,1654,976,1301
"ORC2",481,465,363,291,483,502,549,325,491
"FAM126B",4093,3423,3491,2463,3420,4793,4153,1853,3622
"NDUFB3",2760,2538,2117,1719,2366,2701,3295,2270,2447
"CFLAR",27,41,48,13,21,60,105,48,33
"CASP8",92,63,62,90,58,137,334,146,175
"ALS2CR12",58,41,37,32,39,61,53,36,42
"TRAK2",1403,1265,1077,898,1648,1537,2030,1172,1662
"STRADB",224,184,208,130,275,342,289,190,186
"ALS2CR11",30,10,25,27,36,39,30,15,18
"TMEM237",1534,1404,1203,854,1554,1876,1907,1123,1500
"MPP4",9,7,7,18,2,23,52,31,14
"ALS2",2779,2959,2590,2272,3886,4451,4632,2605,3418
"FZD7",229,185,165,79,169,195,286,174,220
"LOC100652824",94,59,75,36,91,64,90,46,104
"SUMO1",10992,9838,9837,7707,11524,13671,15755,9117,11264
"NOP58",5563,4639,4660,4296,6600,7904,9225,5068,6401
"BMPR2",4226,3337,3238,3372,2968,4747,6215,2418,4059
"FAM117B",2754,2725,2646,2312,3013,3641,3544,2111,2650
"ICA1L",1865,1425,1461,1065,1276,1588,1650,907,1470
"WDR12",1942,1893,1855,1498,2430,2575,3240,1906,2498
"CARF",569,485,470,301,485,566,499,229,425
"NBEAL1",2307,2376,1607,1190,1113,1888,1790,572,1592
"CYP20A1",1624,1172,1296,968,1325,1430,1763,1031,1352
"ABI2",9235,8424,8325,5916,8607,10032,10234,6006,8310
"RAPH1",789,727,698,519,967,1136,1174,525,771
"PARD3B",1165,1087,947,547,862,917,1014,563,855
"NRP2",361,463,330,492,795,906,1741,954,821
"INO80D",5101,4255,4139,3551,4589,6696,5237,2528,3966
"GCSHP3",89,64,92,39,65,86,83,47,49
"NDUFS1",9327,8675,8104,5197,8167,8584,9954,6127,7898
"EEF1B2",8109,8188,8344,4880,8502,8764,8600,5277,7419
"GPR1",3002,2137,2098,1290,1118,1331,1623,1225,1616
"ZDBF2",8108,7181,5932,5125,5249,8359,6799,2385,5539
"ADAM23",827,747,694,453,548,772,810,460,687
"MDH1B",1514,1140,1044,682,804,1121,954,632,978
"FASTKD2",5588,5076,4678,3998,6091,7621,8801,4420,6676
"KLF7",434,508,299,384,763,1018,1820,934,797
"CREB1",2956,2853,2616,2095,2737,3613,4092,1761,2670
"METTL21A",180,128,125,62,103,91,197,104,95
"CCNYL1",431,311,312,200,278,340,388,196,345
"FZD5",1707,1472,1791,998,1188,1206,1196,782,1145
"PLEKHM3",337,319,241,135,258,263,254,146,236
"C2orf80",33,43,41,25,44,60,80,50,25
"IDH1",15749,15644,14775,6501,9869,9779,10566,6101,9725
"PIKFYVE",2837,2834,2317,1902,2647,3915,3411,1518,2660
"MAP2",9330,9698,8393,6498,13238,15439,19055,10219,12375
"UNC80",819,519,339,308,352,665,856,300,488
"RPE",1762,1674,1642,1396,2034,2603,2811,1601,2228
"KANSL1L",501,380,328,380,444,816,679,247,514
"AC007038.7",118,126,102,69,71,129,125,35,82
"ACADL",24,24,14,10,37,18,8,24,27
"LANCL1",5726,5215,5431,4121,5899,6925,7215,3685,6298
"CPS1",577,453,473,163,183,257,331,233,288
"ERBB4",1720,1587,1681,1165,1024,1825,1498,714,1361
"MIR548F2",43,17,30,27,16,57,39,17,27
"IKZF2",358,354,269,301,372,312,482,137,368
"SPAG16",966,907,749,592,616,844,845,452,719
"BARD1",1711,1248,1098,867,1153,1380,1861,840,1148
"AC072062.1",82,61,58,49,30,111,83,22,35
"ABCA12",21,36,28,48,48,67,107,38,54
"ATIC",914,945,851,696,1122,1175,1813,1050,1399
"FN1",870,1007,837,1228,1851,2371,7613,3160,1794
"MREG",115,133,125,76,95,95,110,64,113
"PECR",185,212,208,73,109,97,139,81,155
"TMEM169",131,152,77,58,80,76,128,101,83
"XRCC5",19252,18518,18027,14771,23687,27462,33983,19199,23958
"PKI55",199,154,159,79,120,194,228,130,170
"MARCH4",51,43,38,31,49,74,100,59,37
"SMARCAL1",517,504,401,289,521,493,579,378,515
"LOC100507554",37,32,22,25,13,22,55,23,26
"RPL37A",8477,10099,7743,5678,10738,9577,11248,7141,8383
"LOC101928180",8,31,25,28,25,27,25,9,2
"IGFBP2",66,80,25,41,70,44,79,68,45
"IGFBP5",1546,1715,1492,797,936,1224,1391,689,927
"DIRC3",22,19,18,19,16,43,32,21,14
"TNS1",62,43,24,28,45,77,153,60,78
"ARPC2",2463,2695,2164,2015,3608,3635,5073,3090,3631
"AAMP",237,300,155,60,165,172,285,188,252
"PNKD",595,637,469,196,395,436,525,352,458
"TMBIM1",78,111,66,50,107,88,136,82,125
"CTDSP1",88,93,46,38,56,39,54,42,47
"USP37",1837,1973,1691,1418,2460,3041,2414,1205,2376
"RQCD1",1168,1145,997,667,1276,1448,1590,1122,1156
"PLCD4",54,55,46,59,80,101,256,122,67
"ZNF142",32,32,25,19,47,24,46,21,46
"BCS1L",324,319,254,182,283,354,440,295,330
"RNF25",68,45,60,51,67,125,104,53,59
"STK36",975,939,718,437,630,848,874,482,795
"TTLL4",9598,13894,11128,9582,14035,13542,9396,5193,10397
"CYP27A1",471,466,372,162,319,333,367,166,336
"CCDC108",354,354,293,221,219,347,392,219,321
"NHEJ1",417,409,395,285,535,546,554,338,410
"CNPPD1",161,144,119,76,143,130,204,106,163
"FAM134A",337,340,213,183,359,314,423,227,284
"ZFAND2B",33,38,28,29,45,41,40,30,36
"ABCB6",130,189,98,65,149,131,128,67,92
"ATG9A",73,68,61,30,80,89,95,67,65
"ANKZF1",224,260,111,69,166,188,195,120,140
"GLB1L",148,90,70,37,106,83,140,101,89
"STK16",190,227,174,73,166,161,236,176,185
"TUBA4A",175,216,128,147,322,307,568,313,333
"TUBA4B",64,56,60,24,36,52,38,37,52
"DNAJB2",37,33,14,19,29,45,29,24,32
"PTPRN",18,21,20,18,35,57,44,18,28
"DNPEP",378,401,231,171,300,332,406,179,298
"SPEG",19,22,11,13,17,29,53,17,27
"GMPPA",41,55,36,28,62,37,39,32,31
"CHPF",54,56,31,23,58,41,65,21,48
"OBSL1",238,215,164,105,182,209,218,125,161
"STK11IP",25,19,27,10,28,41,23,11,17
"EPHA4",2597,2207,2301,1195,1659,2050,1995,1279,1846
"SGPP2",170,155,132,95,118,166,117,79,79
"FARSB",3771,3689,3607,2922,4693,5252,7586,4531,5381
"ACSL3",521,541,535,428,664,732,731,367,456
"SCG2",3869,4422,4429,2166,4073,3702,6620,4470,3081
"AP1S3",174,213,192,159,168,297,358,243,311
"WDFY1",2211,2514,2182,1802,2760,3199,3286,1754,2649
"MRPL44",703,704,466,384,613,718,984,597,676
"SERPINE2",307,401,323,207,401,410,517,286,393
"CUL3",1742,1309,1207,1153,1465,2040,2112,1050,1528
"DOCK10",124,80,37,44,96,114,192,52,102
"IRS1",557,513,348,730,869,1206,1375,710,765
"RHBDD1",2193,2247,2251,1368,2200,2422,2769,1615,2254
"COL4A4",237,174,163,202,216,289,250,116,220
"COL4A3",385,368,289,207,267,286,229,114,249
"AC097662.2",113,110,135,114,162,195,173,91,179
"MFF",707,659,515,559,682,1008,1057,559,722
"AGFG1",2429,1949,2152,1897,2363,3396,3343,1741,2298
"CCL20",288,281,322,633,1407,1262,1055,495,523
"DAW1",4892,4470,4059,3900,4344,6135,6297,3983,5345
"SPHKAP",105,143,71,88,114,91,108,92,117
"PID1",103,96,83,46,74,70,79,44,91
"DNER",1035,910,853,464,887,1048,866,497,656
"TRIP12",6721,6162,5692,4326,7108,8218,8680,5076,6820
"FBXO36",3059,2681,2539,1985,2531,3234,3625,2173,3068
"SLC16A14",642,591,606,366,745,709,798,452,584
"SP110",204,169,139,114,181,168,183,145,172
"SP100",24,38,28,26,21,28,63,27,43
"LOC101928816",139,144,156,57,132,159,129,166,153
"CAB39",1486,1283,1165,1505,1965,2603,2980,1519,1851
"ITM2C",164,185,130,108,171,201,186,122,139
"C2orf72",12,25,19,14,52,35,40,37,18
"PSMD1",2508,2204,1915,1333,2040,2490,4027,2579,3139
"HTR2B",70,42,48,31,51,51,66,22,42
"ARMC9",587,544,489,439,645,759,1025,557,637
"NCL",2503,2637,2355,1672,2972,3306,3911,2453,2794
"LINC00471",24,31,20,11,18,24,20,10,25
"PTMA",6546,6356,5153,3273,6542,7212,8987,5540,6392
"PDE6D",50,63,53,36,74,59,107,67,46
"COPS7B",92,81,64,45,99,101,121,58,106
"DIS3L2",75,102,95,55,114,125,135,62,106
"ECEL1",464,489,333,159,241,255,235,173,273
"TIGD1",659,714,572,271,610,738,796,542,602
"EIF4E2",2880,2834,2541,2200,4120,4129,4785,3134,3472
"EFHD1",147,111,70,30,77,125,98,72,92
"GIGYF2",2123,2350,1934,1370,2234,2469,2459,1669,2216
"LOC101928854",517,453,439,268,258,453,268,106,298
"KCNJ13",56613,37426,44662,24454,22158,26479,16881,10855,19875
"INPP5D",74,81,34,72,81,122,152,91,99
"ATG16L1",945,877,696,425,682,774,1045,622,856
"SAG",45,43,40,29,16,40,66,21,42
"DGKD",119,120,72,81,96,129,196,81,93
"USP40",722,790,657,513,700,806,911,499,724
"HJURP",11,7,14,2,17,11,41,30,30
"MSL3P1",66,77,73,34,58,80,123,48,95
"TRPM8",23,19,33,22,45,73,135,46,64
"ARL4C",5097,4252,4016,3465,4884,5728,6052,3248,4475
"SH3BP4",224,216,201,120,287,235,372,252,316
"AGAP1",270,254,198,139,279,295,238,113,164
"IQCA1",95,62,43,34,20,75,54,29,36
"ACKR3",249,203,110,69,187,170,166,91,202
"COPS8",7458,7555,5998,5158,8560,9003,10984,6244,8024
"LRRFIP1",3194,2831,2784,3439,3711,4518,6106,2785,3658
"RBM44",54,44,34,32,90,53,99,19,41
"UBE2F",133,94,86,97,136,135,195,141,108
"ILKAP",44,55,34,20,39,76,66,27,49
"PER2",139,154,118,190,237,259,247,115,156
"TRAF3IP1",607,548,424,412,438,689,654,412,510
"ASB1",150,126,91,50,145,123,153,122,114
"HDAC4",85,53,26,31,37,67,63,46,65
"NDUFA10",868,765,710,434,717,731,863,619,638
"MYEOV2",523,463,371,319,432,505,646,399,530
"GPC1",22,18,11,13,9,16,48,21,26
"DUSP28",33,38,36,16,26,36,49,27,33
"CAPN10-AS1",80,109,53,52,101,72,95,61,83
"KIF1A",156,167,108,60,110,151,172,110,102
"SNED1",350,344,273,90,145,154,171,70,120
"MTERFD2",444,452,507,247,470,510,508,321,413
